Pfam_Architecture	UniProt_ID
Peptidase_C14[58:304]	tr|A0A418YJR1|A0A418YJR1_9SPHN
Peptidase_C14[11:244]	tr|A0A1U7IUL6|A0A1U7IUL6_9NOSO
Peptidase_C14[2:169]	tr|Z9JK53|Z9JK53_9GAMM
Peptidase_C14[6:213]	tr|A5UYB2|A5UYB2_ROSS1
Peptidase_C14[48:299]	tr|A0A1I3EPP6|A0A1I3EPP6_9BRAD
Peptidase_C14[102:288]	tr|A0A177RCT3|A0A177RCT3_9BACT
Peptidase_C14[3:221]	tr|A0A1Y4FSL3|A0A1Y4FSL3_9ACTN
Peptidase_C14[3:173]	tr|A0A0F7GCG7|A0A0F7GCG7_9CHLR
Peptidase_C14[8:252]-TIR_2[286:404]	tr|A0A2V8S3T0|A0A2V8S3T0_9BACT
WD40[40:69]-WD40[86:110]-WD40[587:606]-WD40[610:648]-Peptidase_C14[839:1077]	tr|A0A1V6IYJ3|A0A1V6IYJ3_9DELT
Sel1[113:148]-Sel1[153:180]-Peptidase_C14[425:559]	tr|A0A091BI00|A0A091BI00_9GAMM
Peptidase_C14[65:226]	tr|A0A3A6N553|A0A3A6N553_9DELT
Peptidase_C14[251:476]	tr|A0A496SHV3|A0A496SHV3_9BACT
Peptidase_C14[4:209]	tr|K8GFT6|K8GFT6_9CYAN
Peptidase_C14[158:397]	tr|A0A348ZTS2|A0A348ZTS2_9DELT
Peptidase_M28[120:323]-Peptidase_C14[339:460]	tr|A0A2H9QWQ0|A0A2H9QWQ0_9EURY
Peptidase_C14[95:336]	tr|A0A2A2YRM0|A0A2A2YRM0_9ACTN
Peptidase_C14[34:319]	tr|A0A436W530|A0A436W530_9RHIZ
Peptidase_C14[38:276]-TPR_2[763:777]-TPR_11[778:805]	tr|A0A3M8G907|A0A3M8G907_9FLAO
Peptidase_C14[3:246]	tr|A0A451AJH0|A0A451AJH0_9GAMM
Peptidase_C14[220:460]	tr|A0A3C0V5Q0|A0A3C0V5Q0_9BACT
Peptidase_C14[2:133]	tr|A0A2P8G2K7|A0A2P8G2K7_9BACT
Peptidase_C14[62:233]	tr|A0A5B9R502|A0A5B9R502_9BACT
Peptidase_C14[74:189]	tr|A0A088AKB6|A0A088AKB6_APIME
Peptidase_C14[48:333]	tr|A0A3S9F0K3|A0A3S9F0K3_9RHIZ
Peptidase_C14[48:333]	tr|A0A440H347|A0A440H347_9RHIZ
Peptidase_C14[7:288]	tr|A0A428R3G4|A0A428R3G4_9HYPO
Peptidase_C14[27:279]	tr|A0A1G9Q1C7|A0A1G9Q1C7_9RHIZ
Peptidase_C14[27:279]	tr|A0A2V4XEI1|A0A2V4XEI1_ENSAD
Peptidase_C14[54:307]	tr|A0A1X3GCS5|A0A1X3GCS5_9BRAD
WD40[31:56]-WD40[63:109]-Peptidase_C14[682:901]	tr|A0A0A6P950|A0A0A6P950_9GAMM
Peptidase_C14[67:220]	tr|A0A3M1DSV0|A0A3M1DSV0_9GAMM
Peptidase_C14[29:238]	tr|A0A4R2CZZ5|A0A4R2CZZ5_9RHIZ
Peptidase_C14[29:238]	tr|A0A1A9FZN3|A0A1A9FZN3_9RHIZ
Peptidase_C14[48:333]	tr|A0A434Y2H2|A0A434Y2H2_9RHIZ
Peptidase_C14[48:333]	tr|A0A5E9A0G9|A0A5E9A0G9_9RHIZ
Peptidase_C14[34:319]	tr|A0A439FCH2|A0A439FCH2_9RHIZ
Peptidase_C14[709:868]	tr|A0A1L3JHI9|A0A1L3JHI9_9FLAO
Peptidase_C14[95:257]	tr|G0XQH0|G0XQH0_9NEOP
Peptidase_C14[3:211]	tr|X6LVZ7|X6LVZ7_RETFI
Peptidase_C14[12:231]	tr|A0A1H8CCW4|A0A1H8CCW4_9BURK
Peptidase_C14[3:155]	tr|A0A1U7IUQ2|A0A1U7IUQ2_9NOSO
Peptidase_C14[40:283]	tr|A0A552JGQ6|A0A552JGQ6_9CHRO
Peptidase_C14[7:252]	tr|A0A4R0RNS5|A0A4R0RNS5_9APHY
Peptidase_C14[38:189]	tr|A0A1I4F5A0|A0A1I4F5A0_9PROT
Peptidase_C14[162:362]	tr|E4TUZ4|E4TUZ4_MARTH
Peptidase_C14[5:226]	tr|A0A2W6YBL3|A0A2W6YBL3_9FLAO
Peptidase_C14[3:221]	tr|A0A1Y3UHB2|A0A1Y3UHB2_9ACTN
Peptidase_C14[9:276]	tr|A0A497AQ91|A0A497AQ91_9CHLR
Peptidase_C14[12:287]	tr|A0A4Q4P0Y4|A0A4Q4P0Y4_9PLEO
Peptidase_C14[568:707]	tr|A0A0F6W5Q3|A0A0F6W5Q3_9DELT
Peptidase_C14[7:134]	tr|F2IEA4|F2IEA4_FLUTR
Peptidase_C14[3:254]	tr|R7S046|R7S046_STEHR
Peptidase_C14[34:319]	tr|A0A3S3R4Q9|A0A3S3R4Q9_9RHIZ
Peptidase_C14[545:780]	tr|A0A5E7Z045|A0A5E7Z045_9BACT
Peptidase_C14[3:244]	tr|A0A1I0BYA2|A0A1I0BYA2_9ACTN
WG_beta_rep[96:149]-WG_beta_rep[286:338]-Peptidase_C14[1091:1323]	tr|A0A1G3GJ93|A0A1G3GJ93_9RHOB
WG_beta_rep[96:149]-WG_beta_rep[286:338]-Peptidase_C14[1091:1323]	tr|A0A3D6CSM6|A0A3D6CSM6_9RHOB
Peptidase_C14[6:230]	tr|A0YM93|A0YM93_LYNSP
Peptidase_C14[7:218]	tr|A0A2W7AP36|A0A2W7AP36_9CYAN
Peptidase_C14[32:242]	tr|A0A2U8WJ92|A0A2U8WJ92_9RHIZ
Peptidase_C14[5:191]	tr|A0A2C6CNT4|A0A2C6CNT4_9BACT
Peptidase_C14[258:489]	tr|A0A419GWI4|A0A419GWI4_9ACTN
Peptidase_C14[7:212]	tr|A0A413W2G8|A0A413W2G8_9FIRM
Peptidase_C14[709:935]	tr|A0A4Q5UVK1|A0A4Q5UVK1_9BACT
Peptidase_C14[227:398]	tr|A0A1W9P0E4|A0A1W9P0E4_9BACT
Peptidase_C14[5:239]	tr|A0A651E7D0|A0A651E7D0_9CYAN
Peptidase_C14[23:275]-WD40[1123:1158]	tr|A0A0T7BMG5|A0A0T7BMG5_9CYAN
Peptidase_C14[9:285]	tr|A0A2N1LCQ7|A0A2N1LCQ7_TRIHA
Peptidase_C14[59:290]	tr|A0A3D1AYU3|A0A3D1AYU3_9BACT
Peptidase_C14[14:307]	tr|A0A3N4KXT8|A0A3N4KXT8_9PEZI
Peptidase_C14[77:313]	tr|A0A1G1EX67|A0A1G1EX67_9BACT
Peptidase_C14[7:214]	tr|A0A2A6RFJ9|A0A2A6RFJ9_9CHLR
Peptidase_C14[28:306]	tr|A0A4Q4W563|A0A4Q4W563_9PEZI
Peptidase_C14[5:304]	tr|A0A395N647|A0A395N647_9HYPO
Peptidase_C14[90:319]	tr|A0A2H5ZKQ3|A0A2H5ZKQ3_9BACT
Peptidase_C14[105:332]	tr|A0A1V6JLS1|A0A1V6JLS1_9BACT
Peptidase_C14[33:256]-Sel1[350:384]-Sel1[419:454]-Sel1[523:549]	tr|A0A6H2DKS6|A0A6H2DKS6_9SPHN
Peptidase_C14[45:275]-TPR_8[463:494]-TPR_8[502:528]	tr|A0A1F3PYP3|A0A1F3PYP3_9BACT
Peptidase_C14[45:275]-TPR_8[463:494]-TPR_8[502:528]	tr|A0A357QNT3|A0A357QNT3_9BACT
Peptidase_C14[586:801]	tr|A0A2R6WCW2|A0A2R6WCW2_MARPO
Peptidase_C14[6:229]	tr|A0A1N7MZU6|A0A1N7MZU6_9FLAO
Peptidase_C14[6:257]	tr|A0A4R6JDK4|A0A4R6JDK4_9ACTN
Peptidase_C14[13:178]	tr|A0A2J6SJY0|A0A2J6SJY0_9HELO
Peptidase_C14[2:141]	tr|A0A413ATL0|A0A413ATL0_9FIRM
Peptidase_C14[3:235]	tr|A0A450WY44|A0A450WY44_9GAMM
Peptidase_C14[89:213]	tr|A0A496PTY6|A0A496PTY6_9BACT
Peptidase_C14[233:472]	tr|A0A497T432|A0A497T432_9ARCH
PPC[299:363]-Peptidase_C14[398:535]	tr|A0A539D2K9|A0A539D2K9_9PROT
Peptidase_C14[2:223]	tr|J7X7I5|J7X7I5_BACCE
Peptidase_C14[25:268]	tr|I4FJN8|I4FJN8_MICAE
Peptidase_C14[39:277]	tr|A0A2N6AKY6|A0A2N6AKY6_9BACT
Peptidase_C14[93:373]	tr|A0A2H3B4W3|A0A2H3B4W3_9AGAR
WD40[34:66]-WD40[128:164]-WD40[184:222]-WD40[225:263]-WD40[503:539]-Peptidase_C14[759:993]	tr|A0A450SKX5|A0A450SKX5_9GAMM
Peptidase_C14[7:256]	tr|A0A5N6ZMP9|A0A5N6ZMP9_9EURO
Peptidase_C14[34:319]	tr|A0A439XME8|A0A439XME8_9RHIZ
Peptidase_C14[3:223]	tr|A0A369BEB9|A0A369BEB9_9BACI
Peptidase_C14[18:267]	tr|A0A166B7L7|A0A166B7L7_9AGAM
Peptidase_C14[1119:1375]	tr|A0A432D062|A0A432D062_9VIBR
Peptidase_C14[25:268]	tr|A0A2H6BN59|A0A2H6BN59_MICAE
Peptidase_C14[9:201]	tr|A0A2D1T8T5|A0A2D1T8T5_PSEPU
Peptidase_C14[5:132]	tr|B7I1K4|B7I1K4_BACC7
Peptidase_C14[27:219]	tr|A0A372G7V4|A0A372G7V4_9ACTN
Peptidase_C14[33:276]	tr|L7DZP4|L7DZP4_MICAE
Peptidase_C14[25:263]	tr|A0A4Q6C196|A0A4Q6C196_9PROT
Peptidase_C14[35:306]	tr|A0A2H3C3Y1|A0A2H3C3Y1_9AGAR
Sel1[115:151]-Sel1[153:178]-Peptidase_C14[651:860]	tr|A0A661GE78|A0A661GE78_9GAMM
Peptidase_C14[11:272]	tr|H0TNP2|H0TNP2_9BRAD
Peptidase_C14[301:531]	tr|A0A1W9PL39|A0A1W9PL39_9HELI
Peptidase_C14[226:460]	tr|A0A3B9ASY6|A0A3B9ASY6_9BACT
Peptidase_C14[91:328]	tr|A0A2H3AVJ1|A0A2H3AVJ1_9AGAR
Peptidase_C14[312:520]	tr|A0A522UTB9|A0A522UTB9_9BACT
Peptidase_C14[33:182]	tr|A0A0M1JH63|A0A0M1JH63_9GAMM
Peptidase_C14[11:292]	tr|A0A084AEX6|A0A084AEX6_STACB
Peptidase_C14[10:156]	tr|A0A5M3MH35|A0A5M3MH35_CONPW
Peptidase_C14[8:252]-TIR_2[278:391]	tr|A0A1J5ASW6|A0A1J5ASW6_9CHLR
Peptidase_C14[8:261]-WD40[571:592]-WD40[619:650]-WD40[660:691]-WD40[707:733]-WD40[743:776]-WD40[786:817]-WD40[827:857]	tr|A0A1U7I3E2|A0A1U7I3E2_9CYAN
Peptidase_C14[29:254]	tr|A0A2D6IAG5|A0A2D6IAG5_9GAMM
Peptidase_C14[2:219]	tr|A0A1I3UVV4|A0A1I3UVV4_9RHOB
Peptidase_C14[56:171]	tr|A0A293MJI3|A0A293MJI3_ORNER
Peptidase_C14[12:224]	tr|A0A1A6LS89|A0A1A6LS89_VIBSP
Peptidase_C14[22:259]	tr|A0A3E5B623|A0A3E5B623_9BACE
Peptidase_C14[23:291]	tr|A0A4Q4Z1T0|A0A4Q4Z1T0_9PEZI
Peptidase_C14[29:273]	tr|A0A3T0ECT6|A0A3T0ECT6_9RHOB
Peptidase_C14[18:278]	tr|A0A1G4AU61|A0A1G4AU61_9PEZI
WD40[23:58]-Peptidase_C14[831:1034]	tr|A0A1S9PDB8|A0A1S9PDB8_9SPHI
Peptidase_C14[2:215]	tr|A0A2U2DEQ2|A0A2U2DEQ2_9PSED
Peptidase_C14[234:456]	tr|A0A267DRD0|A0A267DRD0_9PLAT
Peptidase_C14[3:205]	tr|R9ME78|R9ME78_9FIRM
Peptidase_C14[23:336]	tr|A0A2H3APS3|A0A2H3APS3_9AGAR
Peptidase_C14[10:258]	tr|A0A2P7QR90|A0A2P7QR90_9SPHN
Peptidase_C14[5:254]	tr|A0A1L6L9T8|A0A1L6L9T8_9DELT
Peptidase_C14[12:194]	tr|A0A4Q4X236|A0A4Q4X236_9PEZI
Peptidase_C14[3:234]	tr|A0A1E2WXA6|A0A1E2WXA6_9NOSO
Peptidase_C14[17:289]	tr|A0A0K6GAX1|A0A0K6GAX1_9AGAM
Peptidase_C14[2:136]	tr|A0A0M3CMJ6|A0A0M3CMJ6_PSEPU
Peptidase_C14[18:165]	tr|A0A2D5ZFA0|A0A2D5ZFA0_9BACT
Peptidase_C14[6:137]	tr|A0A0D0C8J9|A0A0D0C8J9_9AGAR
Peptidase_C14[25:244]	tr|A0A3D4PC83|A0A3D4PC83_9PLAN
Peptidase_C14[54:306]	tr|A0A4V2A0A1|A0A4V2A0A1_9SPHI
Peptidase_C14[85:225]	tr|A0A3A4KA59|A0A3A4KA59_9DELT
TPR_19[19:75]-Peptidase_C14[160:367]	tr|A0A3M1G220|A0A3M1G220_9BACT
Peptidase_C14[6:255]	tr|A0A3R8RTT5|A0A3R8RTT5_9ACTN
Peptidase_C14[82:224]	tr|A0A1G2YW99|A0A1G2YW99_9BACT
Peptidase_C14[62:230]	tr|A0A321LGE2|A0A321LGE2_9BACT
WD40[45:75]-WD40[130:167]-WD40[178:213]-WD40[236:252]-WD40[298:336]-WD40[477:512]-Peptidase_C14[744:981]	tr|A0A2E9FF81|A0A2E9FF81_9BACT
Peptidase_C14[64:259]	tr|A0A409X8S4|A0A409X8S4_PSICY
Peptidase_C14[18:227]	tr|A0A197SH33|A0A197SH33_9ACTN
Peptidase_C14[382:587]	tr|A0A558I8W7|A0A558I8W7_9VIBR
Peptidase_C14[48:333]	tr|A0A2N7SN35|A0A2N7SN35_9RHIZ
Peptidase_C14[3:234]	tr|A0A450TJR6|A0A450TJR6_9GAMM
TPR_11[71:92]-TPR_1[93:122]-TPR_8[161:194]-Peptidase_C14[280:477]	tr|A0A3M1UAN6|A0A3M1UAN6_9BACT
Peptidase_C14[466:669]	tr|X6LLE6|X6LLE6_RETFI
Peptidase_C14[5:207]	tr|A0A546XS75|A0A546XS75_RHIRD
Peptidase_C14[5:232]-SAVED[388:570]	tr|K9VRM4|K9VRM4_9CYAN
Peptidase_C14[48:331]	tr|A0A547LXN8|A0A547LXN8_9RHIZ
Peptidase_C14[4:217]	tr|A0A2S6H978|A0A2S6H978_9GAMM
Peptidase_C14[109:372]	tr|A0A2H3E5Y5|A0A2H3E5Y5_ARMGA
Peptidase_C14[8:261]	tr|A0A433DHT9|A0A433DHT9_9FUNG
Peptidase_C14[39:255]	tr|A0A212QPR5|A0A212QPR5_RHOAC
Peptidase_C14[25:262]	tr|A0A0F6U3S7|A0A0F6U3S7_MICAE
Peptidase_C14[815:1037]	tr|A0A3B9YJM7|A0A3B9YJM7_9BACT
Peptidase_C14[2:212]	tr|A0A371S7I1|A0A371S7I1_9BACI
Peptidase_C14[236:370]	tr|A0A1I8H324|A0A1I8H324_9PLAT
Peptidase_C14[36:189]	tr|A0A452GP09|A0A452GP09_9SAUR
Peptidase_C14[40:283]	tr|A0A552QBX4|A0A552QBX4_9CHRO
Peptidase_C14[2:129]	tr|A0A066TNH4|A0A066TNH4_9PSEU
Peptidase_C14[4:208]	tr|A0A370KHR2|A0A370KHR2_9RHIZ
Peptidase_C14[105:290]	tr|A0A259I1J1|A0A259I1J1_9BACT
Peptidase_C14[45:248]	tr|A0A284RPK9|A0A284RPK9_ARMOS
Peptidase_C14[11:247]	tr|E3QTU2|E3QTU2_COLGM
Peptidase_C14[25:262]	tr|A0A1X9L814|A0A1X9L814_MICAE
Peptidase_C14[100:230]	tr|A0A520QKT5|A0A520QKT5_9DELT
Sel1[125:191]-Peptidase_C14[353:563]	tr|A0A2U2N2K4|A0A2U2N2K4_9GAMM
Peptidase_C14[97:303]	tr|X6N4E9|X6N4E9_RETFI
Peptidase_C14[43:189]	tr|A0A067SKI9|A0A067SKI9_GALM3
Peptidase_C14[17:214]-TPR_16[409:459]-TPR_16[473:523]	tr|A0A0Q4XBU0|A0A0Q4XBU0_9RHIZ
Peptidase_C14[27:227]	tr|A0A150ABL3|A0A150ABL3_9BACT
Peptidase_C14[7:218]	tr|A0A5Q4E6R7|A0A5Q4E6R7_9CYAN
Peptidase_C14[8:244]	tr|A0A4R0ISB9|A0A4R0ISB9_9ACTN
Peptidase_C14[1457:1678]	tr|A0A517QMB9|A0A517QMB9_9BACT
Peptidase_C14[33:270]	tr|L8NVP5|L8NVP5_MICAE
Peptidase_C14[6:219]	tr|A0A3S0TIC1|A0A3S0TIC1_9MYCO
Peptidase_C14[40:277]	tr|A8Y9Z0|A8Y9Z0_MICAE
Peptidase_C14[26:279]	tr|A0A4Q0SB51|A0A4Q0SB51_9BRAD
Peptidase_C14[5:292]	tr|A0A1V1T2N6|A0A1V1T2N6_9FUNG
Peptidase_C14[37:249]	tr|A0A0P6VS25|A0A0P6VS25_9RHIZ
Peptidase_C14[2:214]	tr|A0A075JXB6|A0A075JXB6_9GAMM
Peptidase_C14[41:248]	tr|F6TBD6|F6TBD6_CIOIN
Peptidase_C14[3:41]-Peptidase_C14[55:141]	tr|A0A2G8LRJ2|A0A2G8LRJ2_STIJA
Peptidase_C14[79:286]	tr|A0A5C3KK33|A0A5C3KK33_9AGAR
Peptidase_C14[10:269]	tr|A0A067TA57|A0A067TA57_GALM3
Peptidase_C14[15:246]	tr|A0A350Y9T4|A0A350Y9T4_9CYAN
Peptidase_C14[349:586]	tr|A0A662BN25|A0A662BN25_9BACT
Peptidase_C14[148:392]	tr|A0A284S3N9|A0A284S3N9_ARMOS
Peptidase_C14[6:259]-WD40[898:931]-WD40[1126:1161]	tr|F4XVZ5|F4XVZ5_9CYAN
Peptidase_C14[2:266]	tr|A0A537ETZ3|A0A537ETZ3_9ARCH
Peptidase_C14[94:329]	tr|A0A3A0CWH9|A0A3A0CWH9_9BACT
Peptidase_C14[42:278]-TPR_16[333:392]-TPR_16[400:479]-TPR_19[480:542]-TPR_8[545:566]-TPR_8[576:601]-TPR_16[602:614]-TPR_17[697:720]-TPR_8[757:784]	tr|A0A3S0CHA8|A0A3S0CHA8_9BACT
Peptidase_C14[315:470]	tr|A0A0A1WYC3|A0A0A1WYC3_ZEUCU
WD40[55:84]-Peptidase_C14[732:958]	tr|A0A1V4X5K6|A0A1V4X5K6_9DELT
Peptidase_C14[5:250]	tr|A0A5C7FN81|A0A5C7FN81_9BACT
Peptidase_C14[716:940]	tr|A0A4Q3WAL5|A0A4Q3WAL5_9BACT
Peptidase_C14[23:241]	tr|A0A2E1LGB8|A0A2E1LGB8_9PROT
Peptidase_C14[23:241]	tr|A0A424THI4|A0A424THI4_9PROT
Peptidase_C14[34:319]	tr|A0A4S1FTN7|A0A4S1FTN7_9RHIZ
Peptidase_C14[4:258]	tr|A0A497YC20|A0A497YC20_9SPHI
Peptidase_C14[15:264]	tr|A0A1Q6GI63|A0A1Q6GI63_9BACE
Peptidase_C14[2:216]	tr|A0A624V633|A0A624V633_SALER
Peptidase_C14[1:175]	tr|A0A2H3D5G1|A0A2H3D5G1_ARMGA
Peptidase_C14[2:135]	tr|A0A285NHP2|A0A285NHP2_9PSED
Peptidase_C14[2:135]	tr|A0A2U1FTH2|A0A2U1FTH2_9PSED
WD40[89:119]-WD40[125:161]-WD40[168:203]-WD40[207:245]-WD40[250:287]-WD40[292:328]-WD40[334:370]-WD40[376:412]-WD40[460:495]-WD40[503:538]-WD40[546:580]-WD40[586:622]-WD40[626:664]-WD40[672:706]-Peptidase_C14[919:1159]	tr|A0A1Y2RF92|A0A1Y2RF92_9BACT
Peptidase_C14[12:256]	tr|A0A3R9W9A6|A0A3R9W9A6_9ACTN
Peptidase_C14[12:256]	tr|A0A0X3VZ38|A0A0X3VZ38_STRVO
Peptidase_C14[1:167]	tr|A0A2H3D134|A0A2H3D134_ARMGA
Peptidase_C14[61:205]-TIR_2[319:443]	tr|A0A538PHF5|A0A538PHF5_9DELT
Peptidase_C14[2:213]	tr|A0A2N6PU94|A0A2N6PU94_9MICO
Peptidase_C14[2:275]	tr|A0A2H3S9Q0|A0A2H3S9Q0_GIBFU
Peptidase_C14[28:272]	tr|A0A0P7W466|A0A0P7W466_9RHOB
Peptidase_C14[53:242]	tr|A0A1V1NR66|A0A1V1NR66_9DELT
WD40[38:67]-WD40[501:534]-Peptidase_C14[742:1008]	tr|A0A1H9AB43|A0A1H9AB43_9BACT
Peptidase_C14[60:251]	tr|A0A532DLN8|A0A532DLN8_9BACT
Peptidase_C14[937:1168]	tr|A0A2E9ITY8|A0A2E9ITY8_9BACT
Peptidase_C14[937:1168]	tr|A0A357I5D8|A0A357I5D8_9BACT
Peptidase_C14[55:317]	tr|A0A2T0S552|A0A2T0S552_9BACT
WD40[49:80]-WD40[141:175]-WD40[184:219]-WD40[223:260]-WD40[491:525]-Peptidase_C14[748:953]	tr|L0D5I5|L0D5I5_SINAD
Peptidase_C14[3:158]	tr|L8MXC0|L8MXC0_9CYAN
Peptidase_C14[685:916]	tr|A0A4Q6AYH6|A0A4Q6AYH6_9SPHI
Peptidase_C14[40:277]	tr|A0A2L2XM41|A0A2L2XM41_9CHRO
Peptidase_C14[20:286]	tr|A0A074S7H0|A0A074S7H0_9AGAM
Peptidase_C14[20:286]	tr|X8JEZ0|X8JEZ0_9AGAM
Peptidase_C14[1:149]	tr|A0A2H3B6I9|A0A2H3B6I9_9AGAR
Peptidase_C14[40:277]	tr|A0A3E0LUD7|A0A3E0LUD7_MICAE
Peptidase_C14[5:208]	tr|E7GEH4|E7GEH4_9FIRM
Peptidase_C14[38:236]-TPR_8[500:527]-TPR_1[774:806]-TPR_11[807:814]	tr|A0A2E2ERC5|A0A2E2ERC5_9FLAO
Peptidase_C14[1:220]	tr|A0A538R9S4|A0A538R9S4_9BACT
Peptidase_C14[11:229]	tr|A0A4Q9ZHD5|A0A4Q9ZHD5_BACMY
Peptidase_C14[2:216]	tr|A0A1Z3A491|A0A1Z3A491_ENTCL
Peptidase_C14[57:284]	tr|A0A540X8Z5|A0A540X8Z5_9DELT
Peptidase_C14[5:158]	tr|A0A165DG03|A0A165DG03_9APHY
Peptidase_C14[26:268]	tr|A0A538PNT8|A0A538PNT8_9DELT
Peptidase_C14[394:631]	tr|A0A662AUN3|A0A662AUN3_9BACT
Peptidase_C14[5:242]	tr|A0A1H0VUV3|A0A1H0VUV3_9ACTN
Peptidase_C14[33:270]	tr|I4IUM5|I4IUM5_MICAE
Sel1[115:150]-Sel1[153:181]-Peptidase_C14[304:514]	tr|A0A2N5Y5L9|A0A2N5Y5L9_9GAMM
Peptidase_C14[7:242]	tr|A0A1I2IMR5|A0A1I2IMR5_9RHIZ
WD40[32:62]-WD40[67:105]-WD40[386:422]-WD40[427:464]-WD40[555:588]-WD40[593:630]-Peptidase_C14[824:1057]	tr|A0A2G5L307|A0A2G5L307_9BACT
Peptidase_C14[1:120]	tr|A0A6I0E595|A0A6I0E595_9BACT
Peptidase_C14[11:281]	tr|U1I1C4|U1I1C4_ENDPU
Peptidase_C14[3:233]-TPR_16[410:469]-TPR_1[473:505]-TPR_11[506:520]-TPR_16[521:537]-TPR_11[550:589]-TPR_16[590:605]-TPR_2[642:656]-TPR_11[657:687]-TPR_16[688:709]-TPR_11[717:758]-TPR_12[759:781]-TPR_1[782:812]-TPR_11[813:827]-TPR_16[828:843]	tr|A0A367PUE4|A0A367PUE4_9NOSO
Peptidase_C14[315:519]	tr|A0A2V7H4D2|A0A2V7H4D2_9BACT
Peptidase_C14[40:283]	tr|A0A552DJT3|A0A552DJT3_MICAE
Peptidase_C14[18:261]	tr|A0A0C3AVQ6|A0A0C3AVQ6_9AGAM
Peptidase_C14[518:680]	tr|A0A3C1QU35|A0A3C1QU35_9PLAN
Peptidase_C14[2:276]	tr|A0A1L7VWN7|A0A1L7VWN7_FUSPR
Peptidase_C14[30:158]	tr|A0A176RXJ7|A0A176RXJ7_9GAMM
Peptidase_C14[6:289]	tr|A0A178Z1R0|A0A178Z1R0_9EURO
Peptidase_C14[25:249]	tr|A0A5B9YMU9|A0A5B9YMU9_9SPHN
Peptidase_C14[126:319]	tr|A0A1U7GAH6|A0A1U7GAH6_9BACT
Peptidase_C14[2:183]	tr|A0A1H8MSJ8|A0A1H8MSJ8_9SPHI
Peptidase_C14[49:293]	tr|A0A0D2PR95|A0A0D2PR95_9AGAR
Peptidase_C14[6:245]	tr|A0A1Q4Y0G5|A0A1Q4Y0G5_9ACTN
Peptidase_C14[34:319]	tr|A0A530C9Z1|A0A530C9Z1_9RHIZ
Peptidase_C14[172:333]	tr|A0A284RVB3|A0A284RVB3_ARMOS
Peptidase_C14[104:308]	tr|A0A1Q3Y9L6|A0A1Q3Y9L6_9BURK
Peptidase_C14[20:202]	tr|A0A674AA59|A0A674AA59_SALTR
Peptidase_C14[841:1074]	tr|A0A2E0YP02|A0A2E0YP02_9FLAO
Peptidase_C14[106:310]	tr|A0A1D2U9S5|A0A1D2U9S5_9BURK
Peptidase_C14[89:219]	tr|A0A2N1P873|A0A2N1P873_9BACT
Peptidase_C14[11:223]	tr|A0A0C1DQ49|A0A0C1DQ49_9SPHI
Peptidase_C14[59:285]-TPR_19[451:510]-TPR_16[511:563]	tr|A0A372IQC0|A0A372IQC0_9BACT
Peptidase_C14[15:260]	tr|A0A4Z0Z0S7|A0A4Z0Z0S7_9PEZI
Peptidase_C14[256:436]	tr|A0A662BV81|A0A662BV81_9BACT
Sel1[123:189]-Peptidase_C14[327:552]	tr|A0A2D4SGL3|A0A2D4SGL3_9GAMM
Peptidase_C14[21:182]	tr|B5XFP9|B5XFP9_SALSA
Peptidase_C14[5:187]	tr|R5AHY4|R5AHY4_9CLOT
Peptidase_C14[76:338]	tr|A0A4S8MA03|A0A4S8MA03_9AGAR
Peptidase_C14[247:479]	tr|A0A1E2WYI3|A0A1E2WYI3_9NOSO
Peptidase_C14[40:210]-Sel1[351:418]-Sel1[421:455]	tr|A0A355Q7K4|A0A355Q7K4_9DELT
Peptidase_C14[108:370]	tr|A0A165WWI6|A0A165WWI6_9AGAM
Peptidase_C14[34:319]	tr|A0A436SDY8|A0A436SDY8_9RHIZ
Peptidase_C14[55:312]	tr|V2XBV6|V2XBV6_MONRO
Peptidase_C14[4:222]	tr|A0A0C2W2C9|A0A0C2W2C9_9AGAM
Peptidase_C14[53:282]-Sel1[352:387]-Sel1[427:462]	tr|A0A1B6Z5A7|A0A1B6Z5A7_9SPHN
Peptidase_C14[11:223]	tr|A0A1G6K1F6|A0A1G6K1F6_9SPHI
Peptidase_C14[5:181]	tr|A0A5J5R802|A0A5J5R802_GOSBA
Peptidase_C14[72:274]	tr|A0A4V2AEN6|A0A4V2AEN6_9BACT
Peptidase_C14[2:169]	tr|A0A1S2CHI8|A0A1S2CHI8_9ALTE
WD40[57:86]-Peptidase_C14[891:1115]	tr|A0A5C6B8E2|A0A5C6B8E2_9BACT
Peptidase_C14[41:297]	tr|A0A4Q7UAW2|A0A4Q7UAW2_9BRAD
Peptidase_C14[38:231]	tr|A2EEY8|A2EEY8_TRIVA
Peptidase_C14[24:275]	tr|A0A0T7A7B0|A0A0T7A7B0_9RHIZ
Peptidase_C14[25:276]	tr|A0A0Q9D4Y4|A0A0Q9D4Y4_9RHIZ
Peptidase_C14[6:253]	tr|A0A150QS05|A0A150QS05_SORCE
Peptidase_C14[38:273]	tr|A0A4Q5P2D9|A0A4Q5P2D9_9BACT
Peptidase_C14[45:203]	tr|A0A382RV30|A0A382RV30_9ZZZZ
Peptidase_C14[70:221]	tr|A0A1F3DEK8|A0A1F3DEK8_9BACT
Peptidase_C14[70:221]	tr|A0A356Z1W0|A0A356Z1W0_9BACT
Peptidase_C14[29:310]	tr|A0A0P6VQY2|A0A0P6VQY2_9RHIZ
